,Alone,Attention ,Tangible,Academic,Play
1,,,,,0.0
2,,,0.2,,
3,,,,0.4,
4,0.0,,,,
5,,1.3,,,
6,,1.9,,,
7,,,,,0.1
8,0.0,,,,
9,,,,0.1,
10,,,0.1,,
11,,,,,0.0
12,,0.5,,,
13,,,0.3,,
14,0.0,,,,
15,,,,0.1,
16,,1.8,,,
17,,,0.2,,
18,0.9,,,,
19,,,,,0.0
20,,,,0.0,
21,,,0.5,,
22,0.0,,,,
23,,,,,0.0
24,,2.7,,,
25,,,,0.4,
26,,0.6,,,
27,,,,,0.0
28,0.0,,,,
29,,,0.3,,
30,,,,0.3,
31,0.0,,,,
32,,1.8,,,
33,,,,0.2,
