16,1,1,1,1,1,0,1,1,1
17,1,1,1,1,0,0,1,0,0
18,1,0,1,0,0,1,1,1,1
26,1,0,0,0,0,1,1,0,0
27,1,1,0,1,0,0,1,1,0
30,0,0,0,0,0,1,0,0,1
33,1,0,1,0,0,1,1,0,1
35,1,1,1,0,0,1,0,0,1
38,1,1,1,1,0,0,1,1,1
42,0,1,1,0,0,1,0,0,1
44,0,0,0,0,1,0,0,1,0
49,0,1,1,0,0,1,0,0,1
55,0,1,0,1,1,1,1,1,1
57,0,0,0,0,1,0,0,1,0
58,0,1,0,0,1,0,0,1,1
62,1,1,0,1,0,0,1,1,0
64,0,1,0,0,1,0,0,1,1
